"Year","Session Date/Time","Date/Time","Species Code","Fence Trap","CCL(mm)","PL(mm)","Mass(g)","Sex","Dead?","Comments","Recapture","Toe-clip Code","SVL(mm)","VTL(mm)","Regen Tail?","OTL(mm)","Hatchling?","Predator?","ARAN","AUCH","BLAT","CHIL","COLE","CRUS","DERM","DIEL","DIPT","HETE","HYMA","HYMB","LEPI","MANT","ORTH","PSEU","SCOR","SOLI","THYS","UNKI","MICRO","HD-body"
"2020","2020/04/29 12:43:53","2020/04/29 12:49:06","COVA","B4","N/A","N/A","4","M","false","N/A","false","A1B5C1","56","36","true","21","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:43:53","2020/04/29 12:47:43","SCMA","C3","N/A","N/A","55","M","false","N/A","false","B3C1","112","142","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:43:53","2020/04/29 12:46:33","SCMA","A4","N/A","N/A","40","M","false","N/A","false","C2","99","140","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:43:53","2020/04/29 12:44:43","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","1","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","N/A"
"2020","2020/04/29 12:11:06","2020/04/29 12:15:39","ASTI","B4","N/A","N/A","4.5","U","false","juvenile","false","A3C1","56","148","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:11:06","2020/04/29 12:14:40","ASTI","B4","N/A","N/A","15.5","M","false","N/A","false","A3B5","80","191","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:11:06","2020/04/29 12:13:41","ASTI","A3","N/A","N/A","15.5","M","false","N/A","false","A3B4","85","200","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:11:06","2020/04/29 12:12:24","N/A","A4","N/A","N/A","N/A","N/A","N/A","unk tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","16","0","2","0","0","0","0","0","0","0","0","60","0","N/A"
"2020","2020/04/29 12:04:11","2020/04/29 12:10:32","ASTI","A3","N/A","N/A","12","F","false","gravid","true","A3B2","31","184","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:04:11","2020/04/29 12:08:34","SCMA","B2","N/A","N/A","56","M","false","lethargic","false","A2","115","156","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/29 12:04:11","2020/04/29 12:06:36","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","N/A"
"2020","2020/04/22 15:42:26","2020/04/22 15:45:15","ASTI","A4","N/A","N/A","15.5","F","false","N/A","false","A1B4D5","86","219","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/22 15:42:26","2020/04/22 15:44:04","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2020","2020/04/22 15:33:26","2020/04/22 15:38:58","ASTI","B2","N/A","N/A","13.5","F","false","gravid, scar rt dorsal","false","A1B4D3","80","186","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/22 15:33:26","2020/04/22 15:36:33","SPTE","C3","N/A","N/A","N/A","U","false","released live","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/22 15:33:26","2020/04/22 15:35:26","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","2","0","0","0","1","0","0","0","2","0","10","0","0","0","0","0","0","0","0","0","0","N/A"
"2020","2020/04/12 20:08:18","2020/04/12 20:46:59","ASTI","A1","N/A","N/A","20","M","false","N/A","false","A3B3","91","138","true","136","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/12 20:08:18","2020/04/12 20:42:51","ASTI","A1","N/A","N/A","11","F","false","mass should be 11.5","false","A3B2","82","185","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/12 20:08:18","2020/04/12 20:41:25","ASTI","A1","N/A","N/A","14","F","false","N/A","false","A3B1","77","167","true","92","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/12 20:08:18","2020/04/12 20:38:44","ASTI","A1","N/A","N/A","215","M","false","mass should be 21.5, not allowing decimal","false","A2D5","89","237","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/12 20:08:18","2020/04/12 20:25:51","ASTI","B2","N/A","N/A","225","M","false","N/A","false","A2D3","94","159","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2020","2020/04/12 20:08:18","2020/04/12 20:12:57","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/10/29 05:58:19","2019/10/29 06:01:50","COVA","A4","N/A","N/A","N/A","U","false","found when removing array, delete toe clip","false","NA","N/A","N/A","false","N/A","true","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/10/29 05:58:19","2019/10/29 06:01:08","COVA","A4","N/A","N/A","N/A","M","false","found when removing array, delete toe clip","false","NA","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/10/26 16:52:57","2019/10/26 16:54:12","COVA","A1","N/A","N/A","N/A","M","false","captured while removing array","false","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/23 11:00:00","2019/04/23 11:00:01","SCMA","A1","N/A","N/A","N/A","M","N/A","escaped when opening, re-entered data from web app","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/05 09:09:00","2019/04/05 09:09:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","AUCH=leaf hopper, UNKI=ant lion","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","N/A"
"2019","2019/04/05 09:09:00","2019/04/05 09:09:01","ASTI","A2","N/A","N/A","14.5","M","false","N/A","false","A1B4D2","83","205","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/05 08:49:00","2019/04/05 08:49:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/04/05 08:49:00","2019/04/05 08:49:01","UTST","A1","N/A","N/A","6.5","M","false","N/A","false","A1B1C1","57","60","true","60","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/05 08:16:00","2019/04/05 08:16:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","25","0","N/A"
"2019","2019/04/05 08:16:00","2019/04/05 08:16:01","ASTI","A1","N/A","N/A","16.5","M","false","N/A","false","A3B5D5","83","216","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/05 07:45:00","2019/04/05 07:45:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","1","0","0","0","4","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/04/05 07:45:00","2019/04/05 07:45:01","ASTI","A4","N/A","N/A","13.5","M","false","N/A","true","A3B5D3","79","200","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/04 10:30:00","2019/04/04 10:30:01","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","7","0","0","4","0","0","0","3","0","4","0","1","0","0","0","0","0","0","25","0","N/A"
"2019","2019/04/04 10:15:00","2019/04/04 10:15:01","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","8","0","N/A"
"2019","2019/04/04 09:30:00","2019/04/04 09:30:03","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","N/A"
"2019","2019/04/04 09:30:00","2019/04/04 09:30:02","CRSC","B-Fence","N/A","N/A","N/A","U","false","found BTW array 1 and 2, sm adult","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/04 09:30:00","2019/04/04 09:30:01","ASTI","B2","N/A","N/A","18.5","F","false","N/A","false","A3B5D2","87","90","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/04 09:15:00","2019/04/04 09:15:03","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","N/A"
"2019","2019/04/04 09:15:00","2019/04/04 09:15:02","SCMA","B3","N/A","N/A","61","M","false","N/A","false","C1","110","155","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/04 09:15:00","2019/04/04 09:15:01","ASTI","A4","N/A","N/A","11","F","false","lethargic; deposited egg recently","false","A3B5D1","75","167","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 12:10:00","2019/04/03 12:10:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","2","0","0","0","10","0","0","0","0","20","0","N/A"
"2019","2019/04/03 12:10:00","2019/04/03 12:10:01","COVA","B4","N/A","N/A","3","M","false","N/A","false","B2","57","50","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 11:55:00","2019/04/03 11:55:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","6","0","N/A"
"2019","2019/04/03 11:55:00","2019/04/03 11:55:01","ASTI","A4","N/A","N/A","15","F","false","gravid","false","A1B4D1","77","168","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 11:00:00","2019/04/03 11:00:02","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","30","0","N/A"
"2019","2019/04/03 11:00:00","2019/04/03 11:00:01","COVA","C2","N/A","N/A","3","M","false","tail drop","false","A2C3","57","18","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:07","N/A","C4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:06","ASTI","A4","N/A","N/A","5.5","F","false","juv","false","A3B5C2","58","139","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:05","ASTI","B4","N/A","N/A","15.5","M","false","N/A","false","A3B5C3","78","214","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:04","ASTI","A1","N/A","N/A","14.5","M","false","N/A","false","A3B5D3","77","200","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:03","ASTI","A1","N/A","N/A","12","F","false","poss. gravid","false","A3B5C5","79","175","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:02","ASTI","A1","N/A","N/A","13","M","false","N/A","true","A3B4D2","77","193","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/03 10:10:00","2019/04/03 10:10:01","UTST","C-Fence","N/A","N/A","5.5","M","false","poss. C1D2D5 deformed D3 and D4","false","C1D2D5","55","71","true","65","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/04/02 11:55:00","2019/04/02 11:55:01","ASTI","A1","N/A","N/A","4.5","F","false","poss. gravid, nat toe loss","false","C3","56","140","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 09:32:00","2019/03/29 09:32:02","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/29 09:32:00","2019/03/29 09:32:01","ASTI","A2","N/A","N/A","7","F","false","lethargic; deposited egg recently","false","A1B4C5","72","160","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 09:25:00","2019/03/29 09:25:01","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/29 08:39:00","2019/03/29 08:39:04","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/29 08:39:00","2019/03/29 08:39:03","ASTI","B2","N/A","N/A","9","F","false","N/A","false","A2D2","75","180","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 08:39:00","2019/03/29 08:39:02","UTST","A2","N/A","N/A","7.5","M","false","N/A","false","A4D5","60","88","true","88","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 08:39:00","2019/03/29 08:39:01","UTST","C2","N/A","N/A","8.5","M","false","N/A","true","D2","64","85","true","78","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 07:57:00","2019/03/29 07:57:04","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/29 07:57:00","2019/03/29 07:57:03","UTST","B-Fence","N/A","N/A","4","F","false","N/A","false","A4D3","53","67","true","44","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 07:57:00","2019/03/29 07:57:02","COVA","C-Fence","N/A","N/A","1.5","M","false","N/A","false","B2","42","18","true","18","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/29 07:57:00","2019/03/29 07:57:00","PERO","B4","N/A","N/A","9","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/28 10:40:00","2019/03/28 10:40:01","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/28 10:20:00","2019/03/28 10:20:02","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/28 10:20:00","2019/03/28 10:20:01","PERO","B4","N/A","N/A","10","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/28 09:35:00","2019/03/28 09:35:02","N/A","B4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","N/A"
"2019","2019/03/28 09:35:00","2019/03/28 09:35:01","PERO","A1","N/A","N/A","16.5","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/28 09:15:00","2019/03/28 09:15:02","N/A","B4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","1","0","0","0","0","0","2","0","2","0","0","0","0","0","0","25","0","N/A"
"2019","2019/03/28 09:15:00","2019/03/28 09:15:01","PERO","A4","N/A","N/A","14","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/27 10:40:00","2019/03/27 10:40:03","N/A","B4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","3","0","0","0","0","0","10","0","0","0","0","0","0","0","0","30","0","N/A"
"2019","2019/03/27 10:40:00","2019/03/27 10:40:02","UTST","A4","N/A","N/A","4.5","F","false","poss. gravid, was C3D3 now A1B1C3D3, need to update DB","true","A1B1C3D3","53","68","true","14","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/27 10:40:00","2019/03/27 10:40:01","PERO","A1","N/A","N/A","14","U","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/27 10:30:00","2019/03/27 10:30:01","N/A","B4","N/A","N/A","N/A","N/A","N/A","UNKI=tiny","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","50","0","N/A"
"2019","2019/03/27 10:15:00","2019/03/27 10:15:01","N/A","B4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","N/A"
"2019","2019/03/27 09:55:00","2019/03/27 09:55:01","N/A","B4","N/A","N/A","N/A","N/A","N/A","COLE=larvae","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","2","0","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","10","0","N/A"
"2019","2019/03/18 09:45:00","2019/03/18 09:45:04","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","true","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
"2019","2019/03/18 09:45:00","2019/03/18 09:45:03","UTST","C4","N/A","N/A","5","F","false","gravid","false","A1B1C1","54","85","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/18 09:45:00","2019/03/18 09:45:02","UTST","B4","N/A","N/A","3","F","false","N/A","false","C5D5","47","61","true","22","false","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/18 09:45:00","2019/03/18 09:45:01","ASTI","A4","N/A","N/A","1.5","U","false","N/A","false","A3B5C1","39","107","false","N/A","true","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","2019/03/18 09:15:00","2019/03/18 09:15:01","N/A","A4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","false","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","N/A"
